id;code;description
7507;5-388.ax;Naht von Blutgefäßen: Oberflächliche Venen: Sonstige
7508;5-388.x;Naht von Blutgefäßen: Sonstige
7509;5-388.y;Naht von Blutgefäßen: N.n.bez.
7510;5-389;Anderer operativer Verschluss an Blutgefäßen
7511;5-389.0;Anderer operativer Verschluss an Blutgefäßen: Arterien Kopf
7512;5-389.00;Anderer operativer Verschluss an Blutgefäßen: Arterien Kopf
7513;5-389.01;Anderer operativer Verschluss an Blutgefäßen: Arterien Kopf
7514;5-389.02;Anderer operativer Verschluss an Blutgefäßen: Arterien Kopf
7515;5-389.03;Anderer operativer Verschluss an Blutgefäßen: Arterien Kopf
7516;5-389.04;Anderer operativer Verschluss an Blutgefäßen: Arterien Kopf
7517;5-389.05;Anderer operativer Verschluss an Blutgefäßen: Arterien Kopf
7518;5-389.0x;Anderer operativer Verschluss an Blutgefäßen: Arterien Kopf
7519;5-389.1;Anderer operativer Verschluss an Blutgefäßen: Arterien Schulter und Oberarm
7520;5-389.11;Anderer operativer Verschluss an Blutgefäßen: Arterien Schulter und Oberarm: A. axillaris
7521;5-389.12;Anderer operativer Verschluss an Blutgefäßen: Arterien Schulter und Oberarm: A. brachialis
7522;5-389.1x;Anderer operativer Verschluss an Blutgefäßen: Arterien Schulter und Oberarm: Sonstige
7523;5-389.2;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand
7524;5-389.20;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: A. ulnaris
7525;5-389.21;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: Arcus palmaris profundus
7526;5-389.22;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: Arcus palmaris superficialis
7527;5-389.23;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: Aa. digitales palmares communes
7528;5-389.24;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: A. radialis
7529;5-389.25;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: R. carpalis palmaris
7530;5-389.26;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: R. carpalis dorsalis
7531;5-389.27;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: A. princeps pollicis
7532;5-389.2x;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterarm und Hand: Sonstige
7533;5-389.3;Anderer operativer Verschluss an Blutgefäßen: Aorta
7534;5-389.30;Anderer operativer Verschluss an Blutgefäßen: Aorta: Aorta ascendens
7535;5-389.31;Anderer operativer Verschluss an Blutgefäßen: Aorta: Arcus aortae
7536;5-389.32;Anderer operativer Verschluss an Blutgefäßen: Aorta: Aorta thoracica
7537;5-389.33;Anderer operativer Verschluss an Blutgefäßen: Aorta: Aorta abdominalis
7538;5-389.34;Anderer operativer Verschluss an Blutgefäßen: Aorta: Aorta
7539;5-389.3x;Anderer operativer Verschluss an Blutgefäßen: Aorta: Sonstige
7540;5-389.4;Anderer operativer Verschluss an Blutgefäßen: Arterien thorakal
7541;5-389.40;Anderer operativer Verschluss an Blutgefäßen: Arterien thorakal: A. subclavia
7542;5-389.41;Anderer operativer Verschluss an Blutgefäßen: Arterien thorakal: Truncus brachiocephalicus
7543;5-389.42;Anderer operativer Verschluss an Blutgefäßen: Arterien thorakal: A. pulmonalis
7544;5-389.4x;Anderer operativer Verschluss an Blutgefäßen: Arterien thorakal: Sonstige
7545;5-389.5;Anderer operativer Verschluss an Blutgefäßen: Arterien abdominal und pelvin
7546;5-389.51;Anderer operativer Verschluss an Blutgefäßen: Arterien abdominal und pelvin: Aa. lumbales
7547;5-389.52;Anderer operativer Verschluss an Blutgefäßen: Arterien abdominal und pelvin: A. iliaca n.n.bez.
7548;5-389.53;Anderer operativer Verschluss an Blutgefäßen: Arterien abdominal und pelvin: A. iliaca communis
7549;5-389.54;Anderer operativer Verschluss an Blutgefäßen: Arterien abdominal und pelvin: A. iliaca externa
7550;5-389.55;Anderer operativer Verschluss an Blutgefäßen: Arterien abdominal und pelvin: A. iliaca interna
7551;5-389.5x;Anderer operativer Verschluss an Blutgefäßen: Arterien abdominal und pelvin: Sonstige
7552;5-389.6;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral
7553;5-389.60;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral: Truncus coeliacus
7554;5-389.61;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral: A. hepatica
7555;5-389.62;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral: A. gastrica
7556;5-389.63;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral: A. lienalis
7557;5-389.64;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral: A. renalis
7558;5-389.65;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral: A. mesenterica superior
7559;5-389.66;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral: A. mesenterica inferior
7560;5-389.6x;Anderer operativer Verschluss an Blutgefäßen: Arterien viszeral: Sonstige
7561;5-389.7;Anderer operativer Verschluss an Blutgefäßen: Arterien Oberschenkel
7562;5-389.70;Anderer operativer Verschluss an Blutgefäßen: Arterien Oberschenkel: A. femoralis
7563;5-389.71;Anderer operativer Verschluss an Blutgefäßen: Arterien Oberschenkel: A. profunda femoris
7564;5-389.72;Anderer operativer Verschluss an Blutgefäßen: Arterien Oberschenkel: A. poplitea
7565;5-389.7x;Anderer operativer Verschluss an Blutgefäßen: Arterien Oberschenkel: Sonstige
7566;5-389.8;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß
7567;5-389.80;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß: A. tibialis anterior
7568;5-389.81;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß: Aa. recurrentes
7569;5-389.82;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß: A. dorsalis pedis
7570;5-389.83;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß: A. tibialis posterior
7571;5-389.84;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß: A. fibularis
7572;5-389.85;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß: A. plantaris medialis
7573;5-389.86;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß: A. plantaris lateralis
7574;5-389.8x;Anderer operativer Verschluss an Blutgefäßen: Arterien Unterschenkel und Fuß: Sonstige
7575;5-389.9;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen
7576;5-389.91;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. jugularis
7577;5-389.92;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. pulmonalis
7578;5-389.93;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. subclavia
7579;5-389.94;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. axillaris
7580;5-389.95;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. brachiocephalica
7581;5-389.96;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. cava superior
7582;5-389.97;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. cava inferior
7583;5-389.98;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. iliaca communis
7584;5-389.99;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. iliaca externa
7585;5-389.9a;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. iliaca interna
7586;5-389.9b;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. femoralis
7587;5-389.9c;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. poplitea
7588;5-389.9d;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. portae
7589;5-389.9e;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. gastrica
7590;5-389.9f;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. lienalis
7591;5-389.9g;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. mesenterica superior
7592;5-389.9h;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. mesenterica inferior
7593;5-389.9j;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: Vv. hepaticae
7594;5-389.9k;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: V. renalis
7595;5-389.9x;Anderer operativer Verschluss an Blutgefäßen: Tiefe Venen: Sonstige
7596;5-389.a;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen
7597;5-389.a0;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen: Kopf
7598;5-389.a1;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen: Schulter und Oberarm
7599;5-389.a2;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen: Unterarm und Hand
7600;5-389.a3;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen: Thorakal
7601;5-389.a4;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen: Abdominal
7602;5-389.a5;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen: Oberschenkel
7603;5-389.a6;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen: Unterschenkel und Fuß
7604;5-389.ax;Anderer operativer Verschluss an Blutgefäßen: Oberflächliche Venen: Sonstige
7605;5-389.x;Anderer operativer Verschluss an Blutgefäßen: Sonstige
7606;5-389.y;Anderer operativer Verschluss an Blutgefäßen: N.n.bez.
7607;5-38a;Endovaskuläre Implantation von Stent-Prothesen
7608;5-38a.0;Endovaskuläre Implantation von Stent-Prothesen: Aorta n.n.bez.
7609;5-38a.4;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken
7610;5-38a.41;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken: Stent-Prothese
7611;5-38a.42;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken: Stent-Prothese
7612;5-38a.43;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken: 1 Stent-Prothese
7613;5-38a.44;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken: 2 Stent-Prothesen
7614;5-38a.46;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken: 3 Stent-Prothesen
7615;5-38a.47;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken: 4 Stent-Prothesen
7616;5-38a.48;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken: 5 Stent-Prothesen
7617;5-38a.49;Endovaskuläre Implantation von Stent-Prothesen: Arterien Becken: 6 oder mehr Stent-Prothesen
7618;5-38a.7;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracica
7619;5-38a.70;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracica: Stent-Prothese
7620;5-38a.7b;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracica: Stent-Prothese
7621;5-38a.7c;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracica: Stent-Prothese
7622;5-38a.7d;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracica: Stent-Prothese
7623;5-38a.7e;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracica: Stent-Prothese
7624;5-38a.7f;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracica: Stent-Prothese
7625;5-38a.7x;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracica: Sonstige
7626;5-38a.8;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis
7627;5-38a.80;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis: Stent-Prothese
7628;5-38a.8c;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis: Stent-Prothese
7629;5-38a.8d;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis: Stent-Prothese
7630;5-38a.8e;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis: Stent-Prothese
7631;5-38a.8f;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis: Stent-Prothese
7632;5-38a.8g;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis: Stent-Prothese
7633;5-38a.8h;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis: Stent-Prothese
7634;5-38a.8x;Endovaskuläre Implantation von Stent-Prothesen: Aorta thoracoabdominalis: Sonstige
7635;5-38a.9;Endovaskuläre Implantation von Stent-Prothesen: V. cava
7636;5-38a.90;Endovaskuläre Implantation von Stent-Prothesen: V. cava: Stent-Prothese ohne Klappenfunktion
7637;5-38a.91;Endovaskuläre Implantation von Stent-Prothesen: V. cava: Stent-Prothese mit Klappenfunktion
7638;5-38a.92;Endovaskuläre Implantation von Stent-Prothesen: V. cava: Stent-Prothese mit Klappenfunktion
7639;5-38a.9x;Endovaskuläre Implantation von Stent-Prothesen: V. cava: Sonstige
7640;5-38a.a;Endovaskuläre Implantation von Stent-Prothesen: Bei Hybridverfahren an Aorta ascendens
7641;5-38a.b;Endovaskuläre Implantation von Stent-Prothesen: Bei Hybridverfahren an der Aorta thoracoabdominalis
7642;5-38a.c;Endovaskuläre Implantation von Stent-Prothesen: Aorta abdominalis
7643;5-38a.c0;Endovaskuläre Implantation von Stent-Prothesen: Aorta abdominalis: Stent-Prothese
7644;5-38a.c1;Endovaskuläre Implantation von Stent-Prothesen: Aorta abdominalis: Stent-Prothese
7645;5-38a.c2;Endovaskuläre Implantation von Stent-Prothesen: Aorta abdominalis: Stent-Prothese
7646;5-38a.c3;Endovaskuläre Implantation von Stent-Prothesen: Aorta abdominalis: Stent-Prothese
7647;5-38a.c4;Endovaskuläre Implantation von Stent-Prothesen: Aorta abdominalis: Stent-Prothese
7648;5-38a.c5;Endovaskuläre Implantation von Stent-Prothesen: Aorta abdominalis: Stent-Prothese
7649;5-38a.cx;Endovaskuläre Implantation von Stent-Prothesen: Aorta abdominalis: Sonstige
7650;5-38a.u;Endovaskuläre Implantation von Stent-Prothesen: Art des Endes der untersten Stent-Prothese
7651;5-38a.u0;Endovaskuläre Implantation von Stent-Prothesen: Art des Endes der untersten Stent-Prothese: Aortale Stent-Prothese
7652;5-38a.u1;Endovaskuläre Implantation von Stent-Prothesen: Art des Endes der untersten Stent-Prothese: Aortomonoiliakale Stent-Prothese
7653;5-38a.u2;Endovaskuläre Implantation von Stent-Prothesen: Art des Endes der untersten Stent-Prothese: Aortobiiliakale Stent-Prothese
7654;5-38a.v;Endovaskuläre Implantation von Stent-Prothesen: Anzahl der verwendeten (großlumigen) aortalen Stent-Prothesen
7655;5-38a.v0;Endovaskuläre Implantation von Stent-Prothesen: Anzahl der verwendeten (großlumigen) aortalen Stent-Prothesen: 2 aortale Stent-Prothesen
7656;5-38a.v1;Endovaskuläre Implantation von Stent-Prothesen: Anzahl der verwendeten (großlumigen) aortalen Stent-Prothesen: 3 aortale Stent-Prothesen
7657;5-38a.v2;Endovaskuläre Implantation von Stent-Prothesen: Anzahl der verwendeten (großlumigen) aortalen Stent-Prothesen: 4 oder mehr aortale Stent-Prothesen
7658;5-38a.w;Endovaskuläre Implantation von Stent-Prothesen: Patientenindividuell hergestellte Stent-Prothesen
7659;5-38a.w0;Endovaskuläre Implantation von Stent-Prothesen: Patientenindividuell hergestellte Stent-Prothesen: Ohne Öffnung
7660;5-38a.w1;Endovaskuläre Implantation von Stent-Prothesen: Patientenindividuell hergestellte Stent-Prothesen: Mit Öffnung
7661;5-38a.x;Endovaskuläre Implantation von Stent-Prothesen: Sonstige
7662;5-38a.y;Endovaskuläre Implantation von Stent-Prothesen: N.n.bez.
7663;5-38b;Endoskopische Entnahme von Blutgefäßen zur Transplantation
7664;5-38b.2;Endoskopische Entnahme von Blutgefäßen zur Transplantation: Arterien Unterarm und Hand
7665;5-38b.24;Endoskopische Entnahme von Blutgefäßen zur Transplantation: Arterien Unterarm und Hand: A. radialis
7666;5-38b.2x;Endoskopische Entnahme von Blutgefäßen zur Transplantation: Arterien Unterarm und Hand: Sonstige
7667;5-38b.a;Endoskopische Entnahme von Blutgefäßen zur Transplantation: Oberflächliche Venen
7668;5-38b.a5;Endoskopische Entnahme von Blutgefäßen zur Transplantation: Oberflächliche Venen: Oberschenkel
7669;5-38b.a6;Endoskopische Entnahme von Blutgefäßen zur Transplantation: Oberflächliche Venen: Unterschenkel und Fuß
7670;5-38b.ax;Endoskopische Entnahme von Blutgefäßen zur Transplantation: Oberflächliche Venen: Sonstige
7671;5-38b.x;Endoskopische Entnahme von Blutgefäßen zur Transplantation: Sonstige
7672;5-38b.y;Endoskopische Entnahme von Blutgefäßen zur Transplantation: N.n.bez.
7673;5-390;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]
7674;5-390.0;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Anastomose zwischen A. subclavia und A. pulmonalis (Blalock-Taussig)
7675;5-390.1;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Anastomose zwischen Aorta und A. pulmonalis dextra (Waterston-Cooley)
7676;5-390.2;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Anastomose zwischen Aorta descendens und A. pulmonalis sinistra (Potts-Smith)
7677;5-390.3;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Prothesenshunt zwischen A. pulmonalis und Aorta
7678;5-390.4;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Prothesenshunt zwischen A. pulmonalis und Aorta
7679;5-390.5;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Anastomose zwischen A. pulmonalis sinistra und A. pulmonalis dextra
7680;5-390.6;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Anlage eines ventrikulär-pulmonalarteriellen Conduit
7681;5-390.7;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Zentrales pulmonalarterielles Banding
7682;5-390.70;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Zentrales pulmonalarterielles Banding: Nicht telemetrisch adjustierbar
7683;5-390.71;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Zentrales pulmonalarterielles Banding: Telemetrisch adjustierbar
7684;5-390.8;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Bilaterales pulmonalarterielles Banding (linker und rechter Lungenhauptast)
7685;5-390.x;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: Sonstige
7686;5-390.y;Shuntoperationen zwischen großem und kleinem Kreislauf [Links-Rechts-Shunt]: N.n.bez.
7687;5-391;Anlegen eines intraabdominalen venösen Shuntes
7688;5-391.0;Anlegen eines intraabdominalen venösen Shuntes: Splenorenal
7689;5-391.1;Anlegen eines intraabdominalen venösen Shuntes: Portokaval
7690;5-391.2;Anlegen eines intraabdominalen venösen Shuntes: Mesokaval
7691;5-391.3;Anlegen eines intraabdominalen venösen Shuntes: Mesenterikoportal
